ID	max_iters	hash
00063d88244921d6ec46aeab6866a8e2	4	dde758fade034d78
00063d88244921d6ec46aeab6866a8e2	12	3957e818cea23618
00072cf107ae1349c8c59a15c5ce4af1	4	0f413337838a07ef
00072cf107ae1349c8c59a15c5ce4af1	12	0f413337838a07ef
00076733bdbce94d7e44eca84f1425f0	4	1091ad934880f8f2
00076733bdbce94d7e44eca84f1425f0	12	bba061436455d2b2
000781b7a545fe723159e53127aff659	4	6f1dfeecaca36eba
000781b7a545fe723159e53127aff659	12	5003ae70816e116b
000a41cdca43be89ed62ea3abf2d0b64	4	2868101055d08747
000a41cdca43be89ed62ea3abf2d0b64	12	29a4f36b880dd1f7
000e4e0db67e27083649c20a2a3f761b	4	ca9af05f7d99da0b
000e4e0db67e27083649c20a2a3f761b	12	ca9af05f7d99da0b
00107d84f57e2371476a7b2cabe0b351	4	0968edf808c45b4f
00107d84f57e2371476a7b2cabe0b351	12	a100b9d3657c5438
001304ba2e4e8adbd179aa3d8acb697b	4	2c3a38a435819e4b
001304ba2e4e8adbd179aa3d8acb697b	12	31ac5250ab63ef6d
001344c9b3cb1626af1c7c35155cf26a	4	e81c9e2ba5fdeffb
001344c9b3cb1626af1c7c35155cf26a	12	c151c49eaab65e34
0020aa0c69379226948904ad455b6c09	4	50adcfad8ef82c4c
0020aa0c69379226948904ad455b6c09	12	50adcfad8ef82c4c
00213e27dabcf679205144f3dde5d37e	4	0c4a9b9963cc6a4d
00213e27dabcf679205144f3dde5d37e	12	0c4a9b9963cc6a4d
0022f125b13bd7ccc91e793431c67a52	4	e3a3ce6dbba37b7b
0022f125b13bd7ccc91e793431c67a52	12	b03c5d040b25f666
0025a06f00f6e467f7cf4ef9e649b2a7	4	75644823ef802238
0025a06f00f6e467f7cf4ef9e649b2a7	12	e73f7f683c4e75b4
00260e67c792062bc3e10e6b94522101	4	dfeec470e94d2f80
00260e67c792062bc3e10e6b94522101	12	25cea883613a9c84
0026aaf8bbf2df73cb5db34a7b7a7a04	4	b93d2229edae77e7
0026aaf8bbf2df73cb5db34a7b7a7a04	12	448741c8cdf0d0fa
00274d0721d26f867b2573377712cac9	4	86767129f91a7111
00274d0721d26f867b2573377712cac9	12	86b67868bf7d3af6
00275f3018d50ba38867268739dfc44f	4	f6bb25e708b18ac3
00275f3018d50ba38867268739dfc44f	12	5526149930ae51a6
002a0330958a14deb23dcc84b5489e8a	4	4c23eb7f4ca71c37
002a0330958a14deb23dcc84b5489e8a	12	5bab9318e6a526aa
002bed2572e6e326815e674f288de8b4	4	f1b0dbb157358fbc
002bed2572e6e326815e674f288de8b4	12	05c638efdb093fa4
003154fc91d34d29ec5cf93b0bc32143	4	e7fd20a8da8a81e0
003154fc91d34d29ec5cf93b0bc32143	12	4c712785fd39f9d3
00316e383123773ae35d3210f5396205	4	b633c0dd63234994
00316e383123773ae35d3210f5396205	12	4c49f6cf5de3c552
0033baadbd48d3f880e9b5a733bd4950	4	02d6b1d90588f0f5
0033baadbd48d3f880e9b5a733bd4950	12	0b352c53705f6890
0035666407d4ccb5082630045d60a5fe	4	a3eb069f21824150
0035666407d4ccb5082630045d60a5fe	12	a3eb069f21824150
0038cea06eae4c3234b7bb65d9a8497c	4	081e79aec309e565
0038cea06eae4c3234b7bb65d9a8497c	12	081e79aec309e565
003a77d2aa15a5f93aa2cfe79b986c9e	4	2b83d17970ffcd8e
003a77d2aa15a5f93aa2cfe79b986c9e	12	6b768d35f1a955a3
003de2086be59a5fb7a7aaad0992cf47	4	bc201165ee62b2f1
003de2086be59a5fb7a7aaad0992cf47	12	987ab2c0232b8e6d
003deabca05a76f3ee449221a80d8b62	4	7ed17e5a486fc115
003deabca05a76f3ee449221a80d8b62	12	aee3ee210554290a
0041051c73dcdd885d412a38e8b09fba	4	3a293fa590ac3fef
0041051c73dcdd885d412a38e8b09fba	12	baa19283cde7ab53
0041f01bcd7d0d1f9541cea6da79ad57	4	aade0a59d30f6c76
0041f01bcd7d0d1f9541cea6da79ad57	12	aade0a59d30f6c76
0042a627dfba7daa62d6ce175540c8a2	4	86b3af4ae33f9df1
0042a627dfba7daa62d6ce175540c8a2	12	86b3af4ae33f9df1
0043cfdde474fa37dfeb5ce5952d22f6	4	2703945c9ef15848
0043cfdde474fa37dfeb5ce5952d22f6	12	2703945c9ef15848
0049919cdf9556bfda5bb365af72414c	4	b966c09a592e9959
0049919cdf9556bfda5bb365af72414c	12	f80f041ce2fd7977
