ID	max_iters	hash
00063d88244921d6ec46aeab6866a8e2	6	90add37784b6aad5
00063d88244921d6ec46aeab6866a8e2	20	2013f536f71dca4e
00072cf107ae1349c8c59a15c5ce4af1	6	bcb8e1607a5b7e9b
00072cf107ae1349c8c59a15c5ce4af1	20	bcb8e1607a5b7e9b
00076733bdbce94d7e44eca84f1425f0	6	50fb3c0e85ed461e
00076733bdbce94d7e44eca84f1425f0	20	6f50cc1942891198
000781b7a545fe723159e53127aff659	6	91e7be44477af075
000781b7a545fe723159e53127aff659	20	a9e05ab697b69e7e
000a41cdca43be89ed62ea3abf2d0b64	6	fd8294e43b2e6469
000a41cdca43be89ed62ea3abf2d0b64	20	fe803449f1be6b6e
000e4e0db67e27083649c20a2a3f761b	6	ff6b2b8e181b4805
000e4e0db67e27083649c20a2a3f761b	20	ff6b2b8e181b4805
00107d84f57e2371476a7b2cabe0b351	6	f2fd1bccd63902a3
00107d84f57e2371476a7b2cabe0b351	20	53bd2c5000b8073e
001304ba2e4e8adbd179aa3d8acb697b	6	46b4947557c5b166
001304ba2e4e8adbd179aa3d8acb697b	20	46b4947557c5b166
001344c9b3cb1626af1c7c35155cf26a	6	48660e674c0c9052
001344c9b3cb1626af1c7c35155cf26a	20	39e4f26fcfa8d30b
0020aa0c69379226948904ad455b6c09	6	92cc0ba8835355d5
0020aa0c69379226948904ad455b6c09	20	92cc0ba8835355d5
00213e27dabcf679205144f3dde5d37e	6	02ee0a9e07cd8691
00213e27dabcf679205144f3dde5d37e	20	02ee0a9e07cd8691
0022f125b13bd7ccc91e793431c67a52	6	5626503a59165a62
0022f125b13bd7ccc91e793431c67a52	20	1fd00e44270287e3
0025a06f00f6e467f7cf4ef9e649b2a7	6	301fba0fa987274c
0025a06f00f6e467f7cf4ef9e649b2a7	20	8f8c701c2e2aff2d
00260e67c792062bc3e10e6b94522101	6	387b91cfc5f70274
00260e67c792062bc3e10e6b94522101	20	f9ed658d96703522
0026aaf8bbf2df73cb5db34a7b7a7a04	6	d27938437846686f
0026aaf8bbf2df73cb5db34a7b7a7a04	20	d8e1c3b757675d9c
00274d0721d26f867b2573377712cac9	6	e063661dd34d3603
00274d0721d26f867b2573377712cac9	20	adaa46e5caf5de35
00275f3018d50ba38867268739dfc44f	6	61d2fb9680d16eb6
00275f3018d50ba38867268739dfc44f	20	61d2fb9680d16eb6
002a0330958a14deb23dcc84b5489e8a	6	538d121983a6af45
002a0330958a14deb23dcc84b5489e8a	20	bb1be1bb853e0dc9
002bed2572e6e326815e674f288de8b4	6	c13e2de4b6dbaf40
002bed2572e6e326815e674f288de8b4	20	448cbd5042cf0e1c
003154fc91d34d29ec5cf93b0bc32143	6	eadb4918a54c9ad5
003154fc91d34d29ec5cf93b0bc32143	20	bcc614daada1950a
00316e383123773ae35d3210f5396205	6	d3f0c0352ea4f84c
00316e383123773ae35d3210f5396205	20	d3f0c0352ea4f84c
0033baadbd48d3f880e9b5a733bd4950	6	56ea4245f971022a
0033baadbd48d3f880e9b5a733bd4950	20	69f73fce02729b86
0035666407d4ccb5082630045d60a5fe	6	17bb06975225d0a7
